Unit,Plot,Class,Azimuth,Distance,Code,DBH,Height
2,C5,O,279,6.84,NRO,15.8,31
2,F2,O,139,17.1,BLO,15.5,(blank)
2,G5,O,262,7.76,CHO,15.4,(blank)
2,O4,O,342,16.65,SUM,15.4,(blank)
2,H3,O,202,14.65,CHO,15.3,(blank)
2,Q5,O,33,5.06,SAS,15.3,(blank)
2,O4,O,316,11.38,SUM,15.7,(blank)
2,F2,O,211,14.57,BLO,15.4,(blank)
2,Q7,O,238,15.78,SAS,15.3,(blank)
2,P5,O,305,17.46,SAS,15.2,(blank)
2,I5,O,228,8,NRO,14.8,(blank)
2,Q5,O,344,12.94,WHA,14.8,(blank)
2,D6,D,30,15.81,NRO,14.5,26.2
2,I5,D,94,12.6,CHO,13.4,19.8
2,J4,O,132,11.76,BLG,16.5,26.9
2,E6,O,8,13.08,CHO,15.5,(blank)
2,R5,O,14,10.41,SUM,15.2,(blank)
2,F4,O,174,11.84,CHO,15.1,(blank)
2,J6,D,332,10.28,CHO,15.1,16.6
2,M3,O,95,12.69,SUM,15,(blank)
2,G5,O,245,13.31,WHO,14.9,(blank)
2,O4,O,79,3.27,SUM,14.9,26.2
2,Q4,O,268,12.56,AMS,14.9,(blank)
2,E5,D,147,11.62,CHO,14.6,20.1
2,B6,O,320,14.71,VIP,13.6,(blank)
2,J6,O,315,14.13,CHO,15.9,(blank)
2,E5,O,287,12.63,SAS,15.5,(blank)
2,H4,O,257,12.19,CHO,15.4,(blank)
2,A6,O,55,17.73,VIP,15.3,(blank)
2,J3,O,85,3.47,PIH,15.2,31.9
2,D1,O,216,16.53,WHA,15.1,(blank)
2,Q7,O,213,14.4,SAS,15.1,(blank)
2,G4,O,145,7.46,SCO,15,(blank)
2,K4,O,300,14.36,SHH,15,(blank)
2,P6,D,305,16,BLL,14.8,9.1
2,P5,O,158,15.5,SUM,14.7,(blank)
2,H7,D,10,11.7,WHA,14.4,26
2,H3,O,78,8.49,PIH,13.3,32.9
2,H7,D,NA,NA,BLO,,NA
2,F4,O,273,10.96,CHO,15.6,25.8
2,D5,O,107,10.13,TUP,15.4,32
2,C5,O,346,12.35,NRO,15.2,(blank)
2,J4,D,200,16.5,TUP,14.9,15.7
2,D5,O,160,2.15,TUP,14.8,30.6
2,I6,O,169,17.23,BLO,13.8,20.4
2,I4,O,44,14.68,SAS,7,(blank)
2,L4,D,NA,NA,SAS,,NA
2,G5,O,182,7.83,CHO,15.9,(blank)
2,L5,O,18,5.57,NRO,15.3,36.6
2,I6,O,254,16.51,CHO,15.1,25.4
2,R5,O,302,3.19,BLG,14.8,(blank)
2,L4,D,131,13.32,PIH,5.4,10.2
2,P4,O,50,1.72,SUM,15.5,35.9
2,D4,O,237,15.78,WHO,15.1,(blank)
2,F2,O,328,17.2,WHO,15.1,(blank)
2,E6,O,285,13.49,CHO,14.8,(blank)
2,F3,O,70,7.22,CHO,14.5,(blank)
2,G7,O,228,7.07,CHO,14.5,(blank)
2,G6,D,12,11.12,CHO,11.8,14.2
2,D4,O,87,17.82,CHO,15.3,(blank)
2,F1,O,205,8.62,REM,14.7,17.6
2,L3,O,312,13.58,TUP,14.7,(blank)
2,J5,O,169,7.85,NRO,14.6,(blank)
2,M4,O,129,13.81,SAS,14.6,(blank)
2,E3,O,131,17.41,CHO,14.4,(blank)
2,L4,O,295,17.75,SUM,6.4,(blank)
2,J4,O,168,12.66,SUM,15.6,31.6
2,E7,O,261,15.2,WHO,15.1,25.6
2,Q7,O,263,15.16,SAS,14.9,(blank)
2,D6,O,320,10.75,CHO,14.6,(blank)
2,E1,O,99,16.5,SHH,14.5,28.5
2,L3,O,187,5.65,AMB,14.5,24.4
2,E5,O,58,15.8,CHO,14.3,(blank)
2,E1,O,357,4.78,SUM,14.1,21.9
2,G4,D,NA,10.21,CHO,,NA
2,A6,O,233,10.2,BLO,15.4,(blank)
2,P4,O,250,13.31,TUP,15,33.4
2,C4,O,342,14.16,CHO,14.8,(blank)
2,Q4,O,187,6.81,AMS,14.8,31.8
2,S5,O,176,6.97,BAS,14.6,22.7
2,P5,O,336,15.66,BLG,14.5,(blank)
2,Q7,O,48,9.87,SAS,14.5,20.6
2,E5,O,141,5.66,SAS,14.3,(blank)
2,F5,O,226,5.46,SUM,14.3,30.2
2,L4,O,280,15.49,SUM,6.5,16.7
2,M3,O,250,13.85,NRO,15.2,(blank)
2,G3,O,332,14.17,CHO,14.4,(blank)
2,S5,O,105,11.81,SUM,14.4,(blank)
2,C5,O,195,12.31,PIH,14.3,25.4
2,E4,O,98,12.1,CHO,14.3,27.6
2,G5,D,NA,NA,CHO,,NA
2,J6,D,NA,NA,CHO,,(blank)
2,J5,O,249,6.95,CHO,14.7,(blank)
2,E6,O,272,11.03,CHO,14.6,(blank)
2,J2,O,99,11.32,BLW,14.5,(blank)
2,M4,O,354,14.71,SHH,14.4,(blank)
2,M3,O,61,17.68,SUM,14.3,(blank)
2,P5,O,255,16.48,SAS,14.3,21.8
2,A5,O,230,15.78,AMB,14,22.1
2,I3,O,56,5.64,TUP,14,25.5
2,G3,D,200,7.12,CHO,13.6,22.8
2,A5,O,304,17.45,SUM,14.6,36
2,J6,O,212,13.56,CHO,14.6,(blank)
2,C6,O,255,11.39,CHO,14.1,
2,F6,O,291,4.47,CHO,14.1,(blank)
2,K6,O,55,2.7,WHO,14.1,(blank)
2,K6,O,85,3.78,WHO,13.8,28.2
2,I3,D,20,15.4,TUP,13.3,7.4
2,L4,O,140,7.45,SUM,6,(blank)
2,F6,O,256,13.5,CHO,15.1,24.4
2,J2,O,20,3.54,BAS,15,(blank)
2,H6,O,318,8.44,SCO,14.9,(blank)
2,K3,O,256,9.81,BUT,14.7,
2,J4,O,310,12.21,WHA,14.6,(blank)
2,C5,O,42,6.02,CHO,14.4,27.5
2,L3,O,348,17.01,NRO,14.3,(blank)
2,D4,O,202,13.9,CHO,14.2,(blank)
2,D5,O,232,11.36,CHO,14.2,(blank)
2,E7,O,279,16.17,WHO,14.2,(blank)
2,F4,O,58,7.02,CHO,14.1,33.7
2,G3,O,204,2.34,CHO,13.9,33.8
2,G7,O,336,16.62,CHO,13.9,(blank)
2,L5,O,177,1.43,CHO,13.9,29.1
2,J5,O,281,9.7,BLW,13.8,(blank)
2,D3,O,6,4.99,WHO,13.7,(blank)
2,Q5,O,91,6.45,PIH,13.7,35.9
2,E5,O,259,10.77,SAS,14.7,(blank)
2,G4,O,41,16.05,BLO,14.6,(blank)
2,F4,O,182,14.99,CHO,14.5,(blank)
2,M4,O,351,14.11,SHH,14.5,(blank)
2,P4,O,195,16.37,SUM,14.5,29
2,G4,O,270,9.48,CHO,14.4,28.6
2,K4,O,175,6.16,SAS,14.4,22.8
2,E6,O,339,13.71,CHO,14.2,(blank)
2,R6,O,257,17.61,SUM,14.2,(blank)
2,C1,O,229,14.91,WHA,14.1,(blank)
2,C5,O,130,13.46,BIA,14,(blank)
2,G3,O,262,14.32,CHO,13.9,(blank)
2,G7,O,225,8.1,CHO,13.9,(blank)
2,L3,O,145,2.64,SHH,13.9,(blank)
2,Q4,O,145,8.93,BLW,13.6,(blank)
2,E4,O,205,5.86,CHO,14.4,29.5
2,Q4,O,307,16.38,BLW,14.3,NA
2,H5,O,312,3.56,NRO,14.1,(blank)
2,F4,O,281,11.85,WHO,14,27.3
2,G2,O,72,10.07,REE,13.9,(blank)
2,C5,O,124,11.96,BIA,13.77,(blank)
2,B4,D,52,14.37,WHO,13.5,25
2,F6,O,38,14.55,PIH,15.3,(blank)
2,A6,O,200,10.78,SCO,15.1,24.7
2,N4,O,331,17.36,SUM,14.9,(blank)
2,H4,O,344,15.25,CHO,14.7,(blank)
2,J6,O,248,6.71,CHO,14,(blank)
2,E5,O,235,11.26,SAS,13.9,(blank)
2,J5,O,6,13.12,CHO,13.8,32.6
2,D3,O,194,16.94,CHO,13.6,(blank)
2,P4,O,99,4.76,AMB,14.4,27
2,E5,O,200,7.81,TUP,14.2,30
2,H7,O,268,11.19,NRO,14.1,(blank)
2,R6,O,144,10.86,SUM,13.9,(blank)
2,L5,O,15,16.38,CHO,13.8,(blank)
2,H2,O,143,14.59,BIH,13.7,(blank)
2,P5,O,67,10.28,SUM,13.7,(blank)
2,C5,O,346,11.84,NRO,13.5,(blank)
2,E1,O,134,11.01,SAS,13.5,28.2
2,I5,O,219,17.67,NRO,13.5,28.7
2,D3,O,74,14.77,NRO,13.4,36.3
2,D3,O,266,5.06,REM,13.3,27.9
2,O5,O,349,14.1,SUM,13.3,26.4
2,L4,D,NA,NA,REM,,(blank)
2,B6,O,212,17.7,PIO,14.6,(blank)
2,R6,O,320,9.17,SAS,14.5,(blank)
2,I6,O,279,14.64,WHO,14.1,(blank)
2,O5,O,129,5.94,TUP,14.1,27.1
2,I4,O,229,9.01,BLO,13.8,(blank)
2,G6,O,337,13.78,CHO,13.7,(blank)
2,H5,O,227,15.52,PIH,13.7,(blank)
2,B5,O,178,7.62,PIH,13.5,33.4
2,E3,D,94,15.44,NRO,13.5,21
2,S5,O,102,13.61,REM,13.5,31.3
2,D4,O,354,14.87,WHO,13.4,(blank)
2,Q7,O,239,16.52,SAS,13.3,(blank)
2,F1,O,141,11.59,AMB,13.2,(blank)
2,S5,O,197,16.8,BAS,13.2,(blank)
2,L4,O,344,2.48,SUM,5.4,(blank)
2,E4,D,NA,NA,WHO,,NA
2,G4,D,105,NA,BLO,14.5,(blank)
2,H3,O,29,17.76,SHH,13.7,(blank)
2,C4,O,40,8.94,CHO,13.6,(blank)
2,E6,O,355,5.05,CHO,13.6,21.2
2,C4,O,163,11.04,CHO,13.5,(blank)
2,E7,O,260,15.79,WHO,13.5,(blank)
2,H2,O,130,16.56,PIH,13.5,(blank)
2,K6,O,112,16.73,BIH,13.5,(blank)
2,E4,O,123,8.58,WHO,13.4,(blank)
2,O4,O,50,17.24,SUM,13.4,(blank)
2,H3,O,163,14.11,CHO,13.2,(blank)
2,B6,O,272,14.23,VIP,13.1,(blank)
2,P4,D,NA,NA,TUP,,NA
2,I3,O,148,16.5,SHH,13.9,(blank)
2,C4,O,20,12.1,CHO,13.5,(blank)
2,G4,O,184,10.26,WHO,13.5,26.3
2,E1,O,301,12.72,SUM,13.4,(blank)
2,H2,O,200,15.85,SUM,13.2,27.7
2,A6,O,74,14.35,VIP,13,(blank)
2,L3,O,133,13.84,TUP,13,(blank)
2,R6,O,13,17.53,BLO,22.1,31.1
2,E6,O,7,6.35,CHO,14,(blank)
2,C4,O,24,11.85,CHO,13.9,(blank)
2,H2,O,81,6.31,PIH,13.4,38.7
2,H2,O,230,16.86,SUM,13.4,18.8
2,S5,O,338,9.73,SUM,13.4,(blank)
2,L3,O,152,14.04,PIH,13.3,(blank)
2,F1,O,166,5.3,REM,13,21.4
2,G3,O,281,17.1,CHO,13,(blank)
2,M4,O,141,2.3,SUM,13,(blank)
2,D1,O,160,9.79,CHO,12.8,(blank)
2,D3,O,242,13.72,SUM,12.8,(blank)
2,O4,O,198,12.11,REE,12.6,(blank)
2,L4,O,318,3.94,AMB,5.1,(blank)
2,P6,D,NA,NA,SAS,,(blank)
2,Q6,O,299,5.47,SAS,14.7,28.7
2,P6,O,155,12.5,SUM,13.7,30.3
2,C4,O,147,16.2,CHO,13.6,(blank)
2,I6,O,217,12.19,WHO,13.5,(blank)
2,E4,O,220,10.71,CHO,13.4,23.9
2,C5,O,266,16.42,PIH,13.3,(blank)
2,P6,O,300,8.6,SAS,13.3,(blank)
2,E3,O,262,15.46,NRO,13.2,(blank)
2,M4,O,299,8.2,BLO,13.2,(blank)
2,Q7,O,353,8.91,SAS,13.2,26.3
2,H5,O,155,14.79,CHO,13.1,(blank)
2,B4,O,36,16.44,NRO,13,(blank)
2,F1,O,265,11.99,BLG,13,19
2,E6,O,7,13.49,CHO,12.8,(blank)
2,L4,O,255,9.42,SUM,5.2,(blank)
2,E1,O,94,10.73,SHH,13.5,29.6
2,B5,O,105,14.08,PIH,13.3,29.8
2,B6,O,323,17.44,VIP,13.2,(blank)
2,C4,O,146,9.39,CHO,13,(blank)
2,S5,O,68,11.16,SUM,13,(blank)
2,L3,O,95,12.55,TUP,12.9,(blank)
2,E4,O,50,14.05,CHO,12.6,(blank)
2,E5,D,353,11.51,SAS,11.2,3
2,B6,,NA,NA,VIP,,(blank)
2,D4,D,112,15.3,CHO,,(blank)
2,E4,D,NA,NA,BLO,,NA
2,C6,O,171,10.95,SCO,14.5,26.9
2,E5,O,190,5.93,TUP,13.8,30.9
2,Q7,O,276,13.45,SAS,13.5,(blank)
2,C6,O,222,15.26,SAS,13.2,21.5
2,H5,O,11,17.06,REM,13.1,(blank)
2,D4,O,355,3.65,CHO,13,(blank)
2,R5,O,264,15.44,SUM,12.9,26.6
2,B4,O,345,10.02,SUM,12.5,(blank)
2,R5,O,119,13.29,SAS,12.5,(blank)
2,J6,D,180,15.98,BLO,12.1,1.9
2,L4,O,202,9.22,SUM,5,(blank)
2,I4,D,NA,NA,PIH,,(blank)
2,P4,O,NA,NA,SUM,,(blank)
2,P5,D,NA,NA,UNK,,(blank)
2,Q5,D,NA,NA,SAS,,(blank)
2,G2,O,344,10.86,SUM,13.9,(blank)
2,B6,O,37,13.1,VIP,13.2,26.8
2,E6,O,286,14.5,CHO,13,(blank)
2,G3,O,354,17.71,CHO,12.8,(blank)
2,K4,O,234,9.43,SAS,12.8,(blank)
2,B5,O,221,7.52,SAS,12.7,(blank)
2,L3,O,254,9.14,TUP,12.6,28.9
2,F1,O,184,12.43,SUM,10.3,(blank)
2,L4,O,63,12.17,BLG,4.9,(blank)
2,Q7,D,NA,NA,TUP,,(blank)
2,C1,O,159,1.45,SAS,13.9,30
2,I4,O,353,12.62,REM,13.2,31.3
2,J5,O,269,6.21,CHO,12.7,32.2
2,G5,O,86,5.38,SAS,12.3,23
2,Q4,D,210,2.2,BIA,12.1,13.8
2,P4,D,317,13.68,TUP,10.9,5
2,P4,D,NA,NA,UNK,,NA
2,O4,O,292,7.83,SUM,13.7,29.2
2,D7,O,324,10.97,WHO,13.6,(blank)
2,I6,O,182,17.32,WHO,13.5,22.4
2,F2,O,336,11.2,SAS,13,(blank)
2,G7,O,85,6.86,NRO,13,20.4
2,K4,O,177,10.17,SUM,13,28.7
2,G2,O,264,17.41,AMB,12.9,23.4
2,K6,O,312,17.72,CHO,12.8,(blank)
2,P6,O,280,8.1,SAS,12.8,(blank)
2,E4,O,36,16.07,CHO,12.7,(blank)
2,I6,O,254,11.72,CHO,12.7,22.6
2,C5,O,279,12.69,PIH,12.6,(blank)
2,C5,O,224,6.2,PIH,12.5,32
2,L4,O,275,9.8,SUM,5.2,14.2
2,H4,O,335,16.68,PIH,13,(blank)
2,K4,O,295,13.26,AMB,12.8,(blank)
2,C6,O,252,15.49,CHO,12.7,
2,E6,O,262,17.22,CHO,12.7,(blank)
2,D1,O,275,13.95,SAS,12.6,(blank)
2,C6,O,225,7.52,WHO,12.3,
2,K6,O,316,3.53,WHO,12.3,(blank)
2,F4,D,NA,NA,WHO,,NA
2,F2,O,139,11.42,REM,13.2,(blank)
2,J6,O,196,13.04,CHO,12.8,(blank)
2,R5,O,287,17.24,NRO,12.5,(blank)
2,M3,O,337,10.59,REE,12.2,(blank)
2,B5,O,310,2.94,NRO,12.1,(blank)
2,K6,D,320,5.97,WHO,11.7,21.2
2,L4,O,228,13.02,SUM,5.8,(blank)
2,P6,O,220,17.4,TUP,13,(blank)
2,E6,O,94,17.5,BLO,12.8,(blank)
2,K6,O,148,14.51,CHO,12.8,(blank)
2,E5,O,174,13.31,SAS,12.4,(blank)
2,A5,O,150,13.32,WHO,12.3,(blank)
2,G2,O,94,15.49,SUM,12,24.5
2,Q6,D,197,0.71,BLL,11.9,3.1
2,C1,O,131,3.07,SAS,12.8,(blank)
2,P6,O,180,2.3,WHA,12.6,(blank)
2,F1,O,208,13.51,SUM,12.2,(blank)
2,F4,O,36,8.56,CHO,12.2,(blank)
2,J2,O,205,7.05,BLW,12.1,(blank)
2,L5,O,159,6.94,SUM,11.7,26
2,K4,D,177,11.04,SAS,9.4,8.8
2,O4,D,NA,NA,SUM,,NA
2,B4,O,5,1.06,NRO,12.9,26.2
2,C5,O,26,0.94,PIH,12.8,(blank)
2,I2,O,304,5.94,TUP,12.7,(blank)
2,F6,O,256,14,CHO,12.5,20.8
2,M4,O,142,13.03,AMB,12.5,(blank)
2,R5,O,63,10.3,SUM,12.2,(blank)
2,B4,D,188,0.9,WHO,12,24.4
2,H6,O,342,9.67,PIH,12,(blank)
2,I2,O,270,3.61,TUP,11.9,16.2
2,K4,O,210,11.28,SAS,11.9,(blank)
2,B6,O,313,11.81,VIP,11.4,(blank)
2,K4,D,177,17.29,SAS,11.1,16.5
2,L4,D,NA,NA,SAS,,NA
2,P4,O,318,12.84,SUM,13,(blank)
2,C4,O,3,16.02,CHO,12.4,(blank)
2,K3,O,108,15.76,AMB,12.4,
2,J4,O,346,11.58,SAS,12.3,(blank)
2,G2,O,100,15.62,BIH,12.2,17.3
2,H3,O,24,9.4,SAS,12.2,24.6
2,P5,O,48,7.1,BLG,12.2,24.3
2,E1,O,95,17.02,SAS,12,(blank)
2,K4,O,24,16.36,PIH,12,31.5
2,E5,O,280,10.95,REM,11.8,24.3
2,J4,O,278,3.38,SAS,11.7,(blank)
2,J2,D,NA,NA,REP,,NA
2,J4,D,NA,NA,SAS,,(blank)
2,A6,O,130,3.97,NRO,12.5,24.6
2,F2,O,305,13.1,SAS,12.4,29.7
2,H2,O,85,13.32,SUM,12.3,(blank)
2,R6,O,23,17.21,REM,12.3,(blank)
2,C5,O,98,7.39,SAS,12,26.7
2,E1,O,8,15.57,PIH,12,(blank)
2,E6,O,348,6.07,PIH,12,23.3
2,J3,O,124,13.04,PIH,12,(blank)
2,G7,O,261,16.35,CHO,11.9,(blank)
2,F3,O,272,5.58,CHO,11.8,20.1
2,G5,O,215,14.59,SUM,11.7,(blank)
2,E5,O,238,15.66,SAS,11.6,(blank)
2,L4,O,198,13.76,SUM,4.7,(blank)
2,E5,O,180,13.74,SAS,12.1,(blank)
2,H5,O,306,6.37,SUM,12.1,(blank)
2,C1,O,344,5.81,SAS,12,35.6
2,G7,O,171,2.52,CHO,12,21.2
2,H6,O,248,4.49,PIH,12,(blank)
2,B6,O,36,17.4,VIP,11.8,(blank)
2,F1,O,191,15.35,SAS,11.7,(blank)
2,J3,O,10,10.93,SHH,11.7,(blank)
2,J5,O,266,5.94,CHO,11.6,33.2
2,C7,O,346,16,SUM,11.5,(blank)
2,I2,O,57,16.86,SUM,11.5,(blank)
2,I5,O,119,14.43,WHO,11.4,(blank)
2,F4,O,247,9.24,CHO,11.3,(blank)
2,S5,O,251,15.63,WHO,10.8,(blank)
2,D4,D,110,15.39,CHO,,(blank)
2,D7,D,NA,NA,UNK,,NA
2,R5,O,309,12.37,NRO,12.2,(blank)
2,D6,O,122,14.26,CHO,11.8,(blank)
2,I3,O,273,15.64,TUP,11.8,(blank)
2,N4,O,101,15.93,SUM,11.8,(blank)
2,L3,O,241,12.38,TUP,11.3,(blank)
2,M4,O,273,8.96,SUM,9.2,20.9
2,B6,,NA,NA,VIP,,(blank)
2,C5,D,NA,NA,PIH,,NA
2,G4,D,NA,NA,CHO,,(blank)
2,J5,D,NA,NA,BLO,,NA
2,J4,O,98,5.56,REM,15.1,29.9
2,A6,O,243,17.39,SCO,12.3,(blank)
2,E5,O,266,13.92,SAS,12.1,(blank)
2,E5,O,320,6.5,SAS,11.9,(blank)
2,A5,O,126,14.31,WHO,11.6,(blank)
2,B5,O,100,5.07,PIH,11.4,27.4
2,Q7,O,289,15.78,SAS,11.4,(blank)
2,D1,O,311,7.93,BAS,11.3,25.1
2,E3,O,83,16.32,CHO,11.2,(blank)
2,H3,O,56,16.3,JAP,11.2,(blank)
2,H3,O,154,17.16,BLG,11.2,(blank)
2,B4,D,48,8.46,CHO,11,22.2
2,P5,D,180,8.54,SAS,11,21
2,J2,D,NA,NA,REP,,(blank)
2,J4,D,NA,NA,SAS,,(blank)
2,L5,D,NA,NA,NRO,,(blank)
2,G2,O,13,15.27,SUM,12.3,25.1
2,D4,O,308,17.59,CHO,11.6,
2,D5,O,126,11.86,SAS,11.5,(blank)
2,H2,O,307,7.18,SUM,11.5,(blank)
2,L3,O,347,11.24,BLO,11.5,(blank)
2,E1,O,260,3.01,SUM,11.4,24.6
2,E1,O,39,8.21,SUM,11.3,(blank)
2,H4,O,166,13.54,CHO,11.2,(blank)
2,L3,O,223,14.08,CHO,11.2,(blank)
2,B4,D,133,6.89,WHO,11,25.1
2,I3,D,50,15.24,SAS,8.1,5.4
2,P6,D,NA,NA,SAS,,(blank)
2,C4,O,246,16.72,CHO,12,(blank)
2,E4,O,29,11.81,CHO,11.8,(blank)
2,F5,O,24,7.97,SUM,11.8,28.9
2,P4,O,87,1,SUM,11.6,(blank)
2,E4,O,317,6.17,CHO,11.5,(blank)
2,G7,O,248,11.82,CHO,11.5,20.2
2,P5,O,237,5.32,SUM,11.5,22.3
2,H5,O,126,10.31,SUM,11.4,(blank)
2,Q7,O,327,5.46,HAC,11.2,(blank)
2,O5,O,37,11.14,WHA,11.1,20.2
2,P5,O,171,16.63,SUM,10.8,(blank)
2,H3,D,NA,NA,CHO,,NA
2,J2,O,80,13.63,BAS,12,30.4
2,A6,O,7,8.95,SCO,11.8,18.9
2,G4,O,119,2.88,CHO,11.8,26.6
2,B6,O,82,2.63,VIP,11.6,20.6
2,F1,O,250,13.31,WHO,11.6,(blank)
2,J4,O,87,16.24,SAS,11.5,(blank)
2,E5,O,116,17.64,SAS,11.3,(blank)
2,H2,O,126,16.02,SHH,11.2,(blank)
2,E7,O,337,10.66,WHO,11,(blank)
2,H2,D,85,7.85,BIH,10.8,20.3
2,C4,D,159,5.66,NRO,,(blank)
2,F2,D,NA,NA,SAS,,NA
2,H6,O,189,9.63,PIH,12.4,28.2
2,D4,O,211,6.42,CHO,11.9,(blank)
2,B6,O,267,14.04,VIP,11.6,(blank)
2,Q6,O,42,14.1,SAS,11.5,(blank)
2,C1,O,48,5.35,SAS,11.4,(blank)
2,C5,O,326,10.89,PIH,11.4,(blank)
2,F5,O,50,13.9,SUM,11.4,(blank)
2,E1,O,280,6.47,BIH,11.2,24.3
2,E5,O,49,13.96,AMB,11.2,(blank)
2,F2,O,138,10.98,REM,11.2,(blank)
2,G3,O,285,10.31,CHO,11.1,(blank)
2,J2,O,230,16.21,SUM,11,(blank)
2,F3,D,241,14.19,BAS,10.6,20.1
2,H3,D,76,11.18,SAS,10.5,13.7
2,B6,O,15,12.69,VIP,9.8,16.8
2,C6,D,NA,NA,CHO,,NA
2,D3,D,NA,NA,REM,,NA
2,J4,D,NA,NA,SAS,,(blank)
2,P4,O,135,16.62,SUM,11.6,(blank)
2,P6,O,341,16.7,SUM,11.4,(blank)
2,C1,O,132,13.67,SAS,11.3,(blank)
2,H2,O,188,9.86,SUM,11,28.8
2,J2,O,275,10.71,WHA,11,23.7
2,D5,D,188,10.94,SAS,10.9,1.8
2,L5,O,260,12.32,SUM,10.8,24.6
2,H7,D,NA,NA,TUP,,NA
2,F6,O,15,7.97,PIH,12.1,20.1
2,A5,O,260,17.59,SUM,11.6,22.7
2,J2,O,355,16.63,REE,11.5,20.9
2,G2,O,71,13.83,SUM,11.3,(blank)
2,O4,O,338,14.16,SUM,11,(blank)
2,D6,O,0,10.34,WHO,10.9,31.5
2,E5,O,298,15.42,SAS,10.9,(blank)
2,F2,O,274,13.9,SUM,10.9,26.2
2,H4,O,206,14.12,CHO,10.9,(blank)
2,Q7,D,352,16.75,SAS,10.9,1.7
2,K6,O,17,9.41,REM,10.7,(blank)
2,J6,D,76,13.65,CHO,9.9,12.4
2,J6,O,345,5.53,NRO,11.5,23.6
2,F5,O,168,5.4,SUM,11.4,(blank)
2,C7,O,123,17.55,REM,11.3,(blank)
2,C7,O,10,6.43,AMB,11.2,23.6
2,Q4,O,184,11.13,BLW,11.2,(blank)
2,D6,O,165,15.55,CHO,10.9,(blank)
2,F3,O,200,4.13,REM,10.9,27.5
2,C4,O,179,9.68,CHO,10.8,(blank)
2,E1,O,129,13.66,SUM,10.8,(blank)
2,J6,O,236,9.61,CHO,10.8,(blank)
2,S5,O,301,17.66,SUM,10.8,(blank)
2,I3,O,256,17.17,TUP,10.6,(blank)
2,M4,O,83,17.13,REE,10.6,(blank)
2,R5,O,95,14.54,SUM,10.6,(blank)
2,G7,D,310,7.22,WHO,10.5,17
2,R5,D,56,12.7,SAS,10.1,9.1
2,J6,D,74,14.2,CHO,8.5,2
2,O5,D,NA,NA,TUP,,(blank)
2,Q7,D,NA,NA,SAS,,(blank)
2,C7,O,39,5.17,NRO,11.7,(blank)
2,I2,O,353,1.83,TUP,11.2,21.3
2,K6,O,104,14.86,SUM,11.2,(blank)
2,I4,O,356,12.41,SAS,10.8,24.7
2,H5,O,218,11.75,PIH,10.6,(blank)
2,J3,O,13,15.07,NRO,10.6,(blank)
2,L3,O,204,6.81,TUP,10.6,
2,D3,O,314,7.59,SUM,10.5,(blank)
2,B6,O,57,8.26,PIO,12.4,(blank)
2,C7,O,205,12.79,QUA,11.7,(blank)
2,A6,O,41,13.27,REM,11.3,(blank)
2,Q6,O,170,14.43,SUM,11.3,26.4
2,R6,O,92,9.29,SUM,11.1,23.1
2,H5,O,38,17.4,SUM,10.8,(blank)
2,J3,O,352,13.75,SHH,10.8,(blank)
2,K3,O,269,5.11,TUP,10.8,24.1
2,F1,O,324,16.71,BLC,10.7,(blank)
2,F5,O,165,12.61,SUM,10.7,(blank)
2,E6,O,237,16.51,CHO,10.6,(blank)
2,P6,O,260,15.3,TUP,10.6,22.5
2,E5,O,155,3.66,SAS,10.5,(blank)
2,D5,O,26,14.28,CHO,10.4,(blank)
2,D3,O,357,5.56,BAS,10.2,(blank)
2,G2,D,314,16.97,TUP,10,23
2,P6,D,66,13.8,SAS,9.9,3.3
2,H4,O,9,15.61,SUM,11.3,28.5
2,C4,O,146,11.91,CHO,11,(blank)
2,F1,O,324,16.35,BLC,10.6,(blank)
2,E1,O,80,14.82,SAS,10.5,(blank)
2,F4,O,204,17.84,CHO,10.5,(blank)
2,F4,O,343,14.25,CHO,10.5,(blank)
2,F3,O,16,13.31,SUM,10.2,(blank)
2,H2,O,107,14.2,SUM,10.2,(blank)
2,M4,O,15,12.28,TUP,10.2,27.4
2,N4,O,287,9.72,SUM,10,(blank)
2,P5,O,211,7.01,SUM,10,(blank)
2,J4,D,314,6.35,SAS,9.4,16.3
2,Q4,D,336,14.68,REE,9.1,22.6
2,G2,D,NA,N A,SAS,,NA
2,N4,D,NA,NA,SUM,,NA
2,E4,O,338,17.04,CHO,11.2,(blank)
2,B4,O,356,12.93,SAS,11.1,(blank)
2,H7,O,316,10.25,SHH,11,(blank)
2,I4,O,280,8.8,NRO,10.8,(blank)
2,C6,O,239,4.96,CHO,10.7,
2,E4,O,41,17.21,CHO,10.6,(blank)
2,D1,O,278,17.07,REE,10.5,(blank)
2,A5,O,216,4.62,SUM,10.4,(blank)
2,G3,O,126,6.84,SUM,10.4,(blank)
2,Q5,O,79,16.82,PIH,10.2,(blank)
2,S5,O,225,9.92,PIH,10.2,(blank)
2,C6,D,NA,NA,CHO,,NA
2,D5,D,NA,NA,SAS,,NA
2,B4,O,201,13.29,SUM,11.6,20.9
2,F6,O,183,14.14,CHO,11.2,(blank)
2,J2,O,285,17.16,WHA,10.8,(blank)
2,B6,O,134,15.83,VIP,10.7,(blank)
2,B6,O,245,11.52,VIP,10.7,(blank)
2,F5,O,4,14.67,SUM,10.6,(blank)
2,J6,O,282,5.23,CHO,10.6,(blank)
2,R5,O,264,13.66,SUM,10.6,(blank)
2,C1,O,105,10.07,SAS,10.4,(blank)
